run	Vout
4.170000000000000e+002	5.004746e+000
4.180000000000000e+002	4.991125e+000
4.190000000000000e+002	4.997353e+000
4.200000000000000e+002	4.960861e+000
4.210000000000000e+002	5.013942e+000
4.220000000000000e+002	5.016272e+000
4.230000000000000e+002	4.999193e+000
4.240000000000000e+002	5.021907e+000
4.250000000000000e+002	4.962173e+000
4.260000000000000e+002	4.997539e+000
4.270000000000000e+002	5.010462e+000
4.280000000000000e+002	4.970716e+000
4.290000000000000e+002	4.969560e+000
4.300000000000000e+002	4.999407e+000
4.310000000000000e+002	4.980657e+000
4.320000000000000e+002	4.956640e+000
4.330000000000000e+002	4.972376e+000
4.340000000000000e+002	5.024413e+000
4.350000000000000e+002	4.999173e+000
4.360000000000000e+002	4.987855e+000
4.370000000000000e+002	4.989670e+000
4.380000000000000e+002	4.974357e+000
4.390000000000000e+002	5.000505e+000
4.400000000000000e+002	4.981661e+000
4.410000000000000e+002	5.016859e+000
4.420000000000000e+002	4.987572e+000
4.430000000000000e+002	4.995325e+000
4.440000000000000e+002	4.987675e+000
4.450000000000000e+002	4.993206e+000
4.460000000000000e+002	5.000159e+000
4.470000000000000e+002	4.975541e+000
4.480000000000000e+002	4.987380e+000
4.490000000000000e+002	4.995858e+000
4.500000000000000e+002	4.982619e+000
4.510000000000000e+002	4.994630e+000
4.520000000000000e+002	5.018981e+000
4.530000000000000e+002	4.956583e+000
4.540000000000000e+002	5.002336e+000
4.550000000000000e+002	5.023779e+000
4.560000000000000e+002	5.025062e+000
4.570000000000000e+002	5.005495e+000
4.580000000000000e+002	5.009145e+000
4.590000000000000e+002	4.981433e+000
4.600000000000000e+002	4.978507e+000
4.610000000000000e+002	4.988837e+000
4.620000000000000e+002	4.998297e+000
4.630000000000000e+002	4.989604e+000
4.640000000000000e+002	4.980689e+000
4.650000000000000e+002	4.961563e+000
4.660000000000000e+002	4.996101e+000
4.670000000000000e+002	5.003893e+000
4.680000000000000e+002	5.036313e+000
4.690000000000000e+002	5.005962e+000
4.700000000000000e+002	5.022466e+000
4.710000000000000e+002	5.018715e+000
4.720000000000000e+002	5.001676e+000
4.730000000000000e+002	4.974453e+000
4.740000000000000e+002	4.976586e+000
4.750000000000000e+002	4.998601e+000
4.760000000000000e+002	4.960097e+000
4.770000000000000e+002	5.007049e+000
4.780000000000000e+002	5.000440e+000
4.790000000000000e+002	5.032654e+000
4.800000000000000e+002	4.970379e+000
4.810000000000000e+002	4.974820e+000
4.820000000000000e+002	5.013368e+000
4.830000000000000e+002	4.965902e+000
4.840000000000000e+002	4.991107e+000
4.850000000000000e+002	4.998082e+000
4.860000000000000e+002	4.975450e+000
4.870000000000000e+002	5.004353e+000
4.880000000000000e+002	5.030058e+000
4.890000000000000e+002	5.038475e+000
4.900000000000000e+002	4.973171e+000
4.910000000000000e+002	4.995100e+000
4.920000000000000e+002	4.968009e+000
4.930000000000000e+002	5.017592e+000
4.940000000000000e+002	4.981948e+000
4.950000000000000e+002	4.982798e+000
4.960000000000000e+002	5.009105e+000
4.970000000000000e+002	4.960228e+000
4.980000000000000e+002	5.002128e+000
4.990000000000000e+002	5.038726e+000
5.000000000000000e+002	5.003265e+000
5.010000000000000e+002	4.961586e+000
5.020000000000000e+002	4.971305e+000
5.030000000000000e+002	4.967980e+000
5.040000000000000e+002	4.996917e+000
5.050000000000000e+002	5.030816e+000
5.060000000000000e+002	5.000638e+000
5.070000000000000e+002	4.988277e+000
5.080000000000000e+002	5.006684e+000
5.090000000000000e+002	5.008647e+000
5.100000000000000e+002	4.986742e+000
5.110000000000000e+002	4.986498e+000
5.120000000000000e+002	5.018184e+000
5.130000000000000e+002	5.010376e+000
5.140000000000000e+002	4.998514e+000
5.150000000000000e+002	4.998649e+000
5.160000000000000e+002	5.011441e+000
5.170000000000000e+002	4.994298e+000
5.180000000000000e+002	4.988485e+000
5.190000000000000e+002	4.965627e+000
5.200000000000000e+002	5.008345e+000
5.210000000000000e+002	5.004090e+000
5.220000000000000e+002	5.029759e+000
5.230000000000000e+002	5.013734e+000
5.240000000000000e+002	4.998723e+000
5.250000000000000e+002	5.037138e+000
5.260000000000000e+002	4.977815e+000
5.270000000000000e+002	5.009526e+000
5.280000000000000e+002	5.038094e+000
5.290000000000000e+002	4.987025e+000
5.300000000000000e+002	5.007552e+000
5.310000000000000e+002	4.990862e+000
5.320000000000000e+002	4.972854e+000
5.330000000000000e+002	5.012444e+000
5.340000000000000e+002	4.974028e+000
5.350000000000000e+002	5.022524e+000
5.360000000000000e+002	4.988933e+000
5.370000000000000e+002	5.029242e+000
5.380000000000000e+002	4.999792e+000
5.390000000000000e+002	5.026423e+000
5.400000000000000e+002	4.986028e+000
5.410000000000000e+002	5.028640e+000
5.420000000000000e+002	5.036883e+000
5.430000000000000e+002	5.036222e+000
5.440000000000000e+002	4.977657e+000
5.450000000000000e+002	5.020662e+000
5.460000000000000e+002	5.003192e+000
5.470000000000000e+002	4.979527e+000
5.480000000000000e+002	4.963776e+000
5.490000000000000e+002	5.001234e+000
5.500000000000000e+002	4.994004e+000
5.510000000000000e+002	4.982519e+000
5.520000000000000e+002	4.981762e+000
5.530000000000000e+002	4.996076e+000
5.540000000000000e+002	5.019104e+000
5.550000000000000e+002	4.999339e+000
5.560000000000000e+002	4.979295e+000
5.570000000000000e+002	4.978086e+000
5.580000000000000e+002	4.964065e+000
5.590000000000000e+002	4.969555e+000
5.600000000000000e+002	5.014240e+000
5.610000000000000e+002	5.010276e+000
5.620000000000000e+002	5.027796e+000
5.630000000000000e+002	4.997536e+000
5.640000000000000e+002	5.028999e+000
5.650000000000000e+002	5.014375e+000
5.660000000000000e+002	4.983037e+000
5.670000000000000e+002	5.007489e+000
5.680000000000000e+002	4.998985e+000
5.690000000000000e+002	5.013150e+000
5.700000000000000e+002	5.014283e+000
5.710000000000000e+002	5.024878e+000
5.720000000000000e+002	5.007514e+000
5.730000000000000e+002	5.048216e+000
5.740000000000000e+002	4.978676e+000
5.750000000000000e+002	4.981672e+000
5.760000000000000e+002	4.994815e+000
5.770000000000000e+002	4.973865e+000
5.780000000000000e+002	4.992713e+000
5.790000000000000e+002	4.996140e+000
5.800000000000000e+002	4.982337e+000
5.810000000000000e+002	4.974537e+000
5.820000000000000e+002	4.994899e+000
5.830000000000000e+002	4.978985e+000
5.840000000000000e+002	4.971525e+000
5.850000000000000e+002	5.007515e+000
5.860000000000000e+002	4.981353e+000
5.870000000000000e+002	5.014093e+000
5.880000000000000e+002	4.968822e+000
5.890000000000000e+002	5.021281e+000
5.900000000000000e+002	4.968255e+000
5.910000000000000e+002	5.012851e+000
5.920000000000000e+002	4.984272e+000
5.930000000000000e+002	5.048311e+000
5.940000000000000e+002	5.028088e+000
5.950000000000000e+002	4.995620e+000
5.960000000000000e+002	5.005806e+000
5.970000000000000e+002	5.023141e+000
5.980000000000000e+002	5.001530e+000
5.990000000000000e+002	4.997093e+000
6.000000000000000e+002	4.998750e+000
6.010000000000000e+002	5.025536e+000
6.020000000000000e+002	4.984538e+000
6.030000000000000e+002	4.996291e+000
6.040000000000000e+002	4.979952e+000
6.050000000000000e+002	4.997988e+000
6.060000000000000e+002	4.989601e+000
6.070000000000000e+002	4.972451e+000
6.080000000000000e+002	4.966506e+000
6.090000000000000e+002	4.988846e+000
6.100000000000000e+002	5.032395e+000
6.110000000000000e+002	4.985099e+000
6.120000000000000e+002	5.000755e+000
6.130000000000000e+002	5.020311e+000
6.140000000000000e+002	4.993865e+000
6.150000000000000e+002	5.030279e+000
6.160000000000000e+002	4.999127e+000
6.170000000000000e+002	4.982005e+000
6.180000000000000e+002	5.006955e+000
6.190000000000000e+002	4.970050e+000
6.200000000000000e+002	4.976098e+000
6.210000000000000e+002	4.997738e+000
6.220000000000000e+002	5.017943e+000
6.230000000000000e+002	4.988484e+000
6.240000000000000e+002	4.994179e+000
6.250000000000000e+002	4.969455e+000
6.260000000000000e+002	5.023467e+000
6.270000000000000e+002	5.022356e+000
6.280000000000000e+002	5.037031e+000
6.290000000000000e+002	4.994828e+000
6.300000000000000e+002	5.031833e+000
6.310000000000000e+002	5.016103e+000
6.320000000000000e+002	5.009663e+000
6.330000000000000e+002	5.010238e+000
6.340000000000000e+002	5.000632e+000
6.350000000000000e+002	5.002420e+000
6.360000000000000e+002	5.012071e+000
6.370000000000000e+002	4.958855e+000
6.380000000000000e+002	4.997522e+000
6.390000000000000e+002	5.008030e+000
6.400000000000000e+002	4.988963e+000
6.410000000000000e+002	5.033327e+000
6.420000000000000e+002	4.987385e+000
6.430000000000000e+002	4.983857e+000
6.440000000000000e+002	5.003321e+000
6.450000000000000e+002	4.994347e+000
6.460000000000000e+002	4.993704e+000
6.470000000000000e+002	5.010650e+000
6.480000000000000e+002	4.986234e+000
6.490000000000000e+002	4.962830e+000
6.500000000000000e+002	4.986078e+000
6.510000000000000e+002	4.979395e+000
6.520000000000000e+002	5.010566e+000
6.530000000000000e+002	4.988276e+000
6.540000000000000e+002	4.991010e+000
6.550000000000000e+002	4.996438e+000
6.560000000000000e+002	4.990903e+000
6.570000000000000e+002	4.992208e+000
6.580000000000000e+002	4.979161e+000
6.590000000000000e+002	4.964818e+000
6.600000000000000e+002	5.006825e+000
6.610000000000000e+002	4.985049e+000
6.620000000000000e+002	4.976709e+000
6.630000000000000e+002	4.989066e+000
6.640000000000000e+002	5.003170e+000
6.650000000000000e+002	5.010398e+000
6.660000000000000e+002	5.002826e+000
6.670000000000000e+002	5.005370e+000
6.680000000000000e+002	5.013331e+000
6.690000000000000e+002	4.961675e+000
6.700000000000000e+002	4.980085e+000
6.710000000000000e+002	4.988122e+000
6.720000000000000e+002	5.008890e+000
6.730000000000000e+002	4.976336e+000
6.740000000000000e+002	4.972689e+000
6.750000000000000e+002	5.029307e+000
6.760000000000000e+002	4.973922e+000
6.770000000000000e+002	5.002393e+000
6.780000000000000e+002	5.047067e+000
6.790000000000000e+002	4.994783e+000
6.800000000000000e+002	5.004058e+000
6.810000000000000e+002	4.993168e+000
6.820000000000000e+002	5.009013e+000
6.830000000000000e+002	5.004079e+000
6.840000000000000e+002	4.980734e+000
6.850000000000000e+002	4.973662e+000
6.860000000000000e+002	5.015224e+000
6.870000000000000e+002	4.986095e+000
6.880000000000000e+002	5.020594e+000
6.890000000000000e+002	4.984784e+000
6.900000000000000e+002	4.960616e+000
6.910000000000000e+002	5.010132e+000
6.920000000000000e+002	4.999195e+000
6.930000000000000e+002	4.999918e+000
6.940000000000000e+002	5.039164e+000
6.950000000000000e+002	4.990470e+000
6.960000000000000e+002	5.000808e+000
6.970000000000000e+002	5.019368e+000
6.980000000000000e+002	5.031325e+000
6.990000000000000e+002	5.017387e+000
7.000000000000000e+002	4.992266e+000
7.010000000000000e+002	4.987465e+000
7.020000000000000e+002	5.015339e+000
7.030000000000000e+002	4.962455e+000
7.040000000000000e+002	4.972626e+000
7.050000000000000e+002	4.985669e+000
7.060000000000000e+002	5.004056e+000
7.070000000000000e+002	5.008837e+000
7.080000000000000e+002	4.996432e+000
7.090000000000000e+002	5.000359e+000
7.100000000000000e+002	5.006686e+000
7.110000000000000e+002	5.007328e+000
7.120000000000000e+002	5.024402e+000
7.130000000000000e+002	5.016446e+000
7.140000000000000e+002	5.015776e+000
7.150000000000000e+002	5.006307e+000
7.160000000000000e+002	4.995924e+000
7.170000000000000e+002	4.984935e+000
7.180000000000000e+002	4.968274e+000
7.190000000000000e+002	5.007305e+000
7.200000000000000e+002	5.029812e+000
7.210000000000000e+002	5.015559e+000
7.220000000000000e+002	5.033094e+000
7.230000000000000e+002	4.995480e+000
7.240000000000000e+002	4.998006e+000
7.250000000000000e+002	4.995085e+000
7.260000000000000e+002	5.021884e+000
7.270000000000000e+002	5.045247e+000
7.280000000000000e+002	5.024108e+000
7.290000000000000e+002	4.980671e+000
7.300000000000000e+002	4.976570e+000
7.310000000000000e+002	5.000518e+000
7.320000000000000e+002	5.008202e+000
7.330000000000000e+002	4.966972e+000
7.340000000000000e+002	5.030819e+000
7.350000000000000e+002	5.030420e+000
